"Fecal Coliform (CFU/100mL)","Type","Nid","Fecal Coliform (CFU/100mL) (field_fecal_coliform) - delta"
"","Data: Water Quality","38516","2"
"","Data: Water Quality","38516","3"
"","Data: Water Quality","38521",""
"","Data: Water Quality","38521","1"
"","Data: Water Quality","38521","2"
"","Data: Water Quality","38521","3"
"","Data: Water Quality","38526",""
"","Data: Water Quality","38526","1"
"","Data: Water Quality","38526","2"
"","Data: Water Quality","38526","3"
"","Data: Water Quality","38531",""
"","Data: Water Quality","38531","1"
"","Data: Water Quality","38531","2"
"","Data: Water Quality","38531","3"
"","Data: Water Quality","38611",""
"","Data: Water Quality","38611","1"
"","Data: Water Quality","38611","2"
"","Data: Water Quality","38611","3"
"","Data: Water Quality","38616",""
"","Data: Water Quality","38616","1"
"","Data: Water Quality","38616","2"
"","Data: Water Quality","38616","3"
"","Data: Water Quality","38621",""
"","Data: Water Quality","38621","1"
"","Data: Water Quality","38621","2"
"","Data: Water Quality","38621","3"
"","Data: Water Quality","38626",""
"","Data: Water Quality","38626","1"
"","Data: Water Quality","38626","2"
"","Data: Water Quality","38626","3"
"","Data: Water Quality","38631",""
"","Data: Water Quality","38631","1"
"","Data: Water Quality","38631","2"
"","Data: Water Quality","38631","3"
"","Data: Water Quality","38636",""
"","Data: Water Quality","38636","1"
"","Data: Water Quality","38636","2"
"","Data: Water Quality","38636","3"
"","Data: Water Quality","38641",""
"","Data: Water Quality","38641","1"
"","Data: Water Quality","38641","2"
"","Data: Water Quality","38641","3"
"","Data: Water Quality","38646",""
"","Data: Water Quality","38646","1"
"","Data: Water Quality","38646","2"
"","Data: Water Quality","38646","3"
"","Data: Water Quality","38651",""
"","Data: Water Quality","38651","1"
"","Data: Water Quality","38651","2"
"","Data: Water Quality","38651","3"
"","Data: Water Quality","38656",""
"","Data: Water Quality","38656","1"
"","Data: Water Quality","38656","2"
"","Data: Water Quality","38656","3"
"","Data: Water Quality","38661",""
"","Data: Water Quality","38661","1"
"","Data: Water Quality","38661","2"
"","Data: Water Quality","38661","3"
"","Data: Water Quality","38666",""
"","Data: Water Quality","38666","1"
"","Data: Water Quality","38666","2"
"","Data: Water Quality","38666","3"
"","Data: Water Quality","38671",""
"","Data: Water Quality","38671","1"
"","Data: Water Quality","38671","2"
"","Data: Water Quality","38671","3"
"","Data: Water Quality","38676",""
"","Data: Water Quality","38676","1"
"","Data: Water Quality","38676","2"
"","Data: Water Quality","38676","3"
"","Data: Water Quality","38961",""
"","Data: Water Quality","38961","1"
"","Data: Water Quality","38961","2"
"","Data: Water Quality","38961","3"
"","Data: Water Quality","39276",""
"","Data: Water Quality","39276","1"
"","Data: Water Quality","39276","2"
"","Data: Water Quality","39276","3"
"","Data: Water Quality","39281",""
"","Data: Water Quality","39281","1"
"","Data: Water Quality","39281","2"
"","Data: Water Quality","39281","3"
"","Data: Water Quality","39286",""
"","Data: Water Quality","39286","1"
"","Data: Water Quality","39286","2"
"","Data: Water Quality","39286","3"
"","Data: Water Quality","39291",""
"","Data: Water Quality","39291","1"
"","Data: Water Quality","39291","2"
"","Data: Water Quality","39291","3"
"","Data: Water Quality","39296",""
"","Data: Water Quality","39296","1"
"","Data: Water Quality","39296","2"
"","Data: Water Quality","39296","3"
"","Data: Water Quality","39301",""
"","Data: Water Quality","39301","1"
"","Data: Water Quality","39301","2"
"","Data: Water Quality","39301","3"
"","Data: Water Quality","39306",""
"","Data: Water Quality","39306","1"
"","Data: Water Quality","39306","2"
"","Data: Water Quality","39306","3"
"","Data: Water Quality","39311",""
"","Data: Water Quality","39311","1"
"","Data: Water Quality","39311","2"
"","Data: Water Quality","39311","3"
"","Data: Water Quality","39316",""
"","Data: Water Quality","39316","1"
"","Data: Water Quality","39316","2"
"","Data: Water Quality","39316","3"
"","Data: Water Quality","39321",""
"","Data: Water Quality","39321","1"
"","Data: Water Quality","39321","2"
"","Data: Water Quality","39321","3"
"","Data: Water Quality","39326",""
"","Data: Water Quality","39326","1"
"","Data: Water Quality","39326","2"
"","Data: Water Quality","39326","3"
"","Data: Water Quality","39331",""
"","Data: Water Quality","39331","1"
"","Data: Water Quality","39331","2"
"","Data: Water Quality","39331","3"
"","Data: Water Quality","39336",""
"","Data: Water Quality","39336","1"
"","Data: Water Quality","39336","2"
"","Data: Water Quality","39336","3"
"","Data: Water Quality","39341",""
"","Data: Water Quality","39341","1"
"","Data: Water Quality","39341","2"
"","Data: Water Quality","39341","3"
"","Data: Water Quality","39346",""
"","Data: Water Quality","39346","1"
"","Data: Water Quality","39346","2"
"","Data: Water Quality","39346","3"
"","Data: Water Quality","39351",""
"","Data: Water Quality","39351","1"
"","Data: Water Quality","39351","2"
"","Data: Water Quality","39351","3"
"","Data: Water Quality","39356",""
"","Data: Water Quality","39356","1"
"","Data: Water Quality","39356","2"
"","Data: Water Quality","39356","3"
"","Data: Water Quality","39361",""
"","Data: Water Quality","39361","1"
"","Data: Water Quality","39361","2"
"","Data: Water Quality","39361","3"
"","Data: Water Quality","39366",""
"","Data: Water Quality","39366","1"
"","Data: Water Quality","39366","2"
"","Data: Water Quality","39366","3"
"","Data: Water Quality","39371",""
"","Data: Water Quality","39371","1"
"","Data: Water Quality","39371","2"
"","Data: Water Quality","39371","3"
"","Data: Water Quality","39376",""
"","Data: Water Quality","39376","1"
"","Data: Water Quality","39376","2"
"","Data: Water Quality","39376","3"
"","Data: Water Quality","39381",""
"","Data: Water Quality","39381","1"
"","Data: Water Quality","39381","2"
"","Data: Water Quality","39381","3"
"","Data: Water Quality","39386",""
"","Data: Water Quality","39386","1"
"","Data: Water Quality","39386","2"
"","Data: Water Quality","39386","3"
"","Data: Water Quality","39391",""
"","Data: Water Quality","39391","1"
"","Data: Water Quality","39391","2"
"","Data: Water Quality","39391","3"
"","Data: Water Quality","39396",""
"","Data: Water Quality","39396","1"
"","Data: Water Quality","39396","2"
"","Data: Water Quality","39396","3"
"","Data: Water Quality","39401",""
"","Data: Water Quality","39401","1"
"","Data: Water Quality","39401","2"
"","Data: Water Quality","39401","3"
"","Data: Water Quality","39406",""
"","Data: Water Quality","39406","1"
"","Data: Water Quality","39406","2"
"","Data: Water Quality","39406","3"
"","Data: Water Quality","39411",""
"","Data: Water Quality","39411","1"
"","Data: Water Quality","39411","2"
"","Data: Water Quality","39411","3"
"","Data: Water Quality","39416",""
"","Data: Water Quality","39416","1"
"","Data: Water Quality","39416","2"
"","Data: Water Quality","39416","3"
"","Data: Water Quality","39421",""
"","Data: Water Quality","39421","1"
"","Data: Water Quality","39421","2"
"","Data: Water Quality","39421","3"
"","Data: Water Quality","39426",""
"","Data: Water Quality","39426","1"
"","Data: Water Quality","39426","2"
"","Data: Water Quality","39426","3"
"","Data: Water Quality","39431",""
"","Data: Water Quality","39431","1"
"","Data: Water Quality","39431","2"
"","Data: Water Quality","39431","3"
"","Data: Water Quality","39436",""
"","Data: Water Quality","39436","1"
"","Data: Water Quality","39436","2"
"","Data: Water Quality","39436","3"
"","Data: Water Quality","39441",""
"","Data: Water Quality","39441","1"
"","Data: Water Quality","39441","2"
"","Data: Water Quality","39441","3"
"","Data: Water Quality","39446",""
"","Data: Water Quality","39446","1"
"","Data: Water Quality","39446","2"
"","Data: Water Quality","39446","3"
"","Data: Water Quality","39451",""
"","Data: Water Quality","39451","1"
"","Data: Water Quality","39451","2"
"","Data: Water Quality","39451","3"
"","Data: Water Quality","39456",""
"","Data: Water Quality","39456","1"
"","Data: Water Quality","39456","2"
"","Data: Water Quality","39456","3"
"","Data: Water Quality","39461",""
"","Data: Water Quality","39461","1"
"","Data: Water Quality","39461","2"
"","Data: Water Quality","39461","3"
"","Data: Water Quality","39466",""
"","Data: Water Quality","39466","1"
"","Data: Water Quality","39466","2"
"","Data: Water Quality","39466","3"
"","Data: Water Quality","39471",""
"","Data: Water Quality","39471","1"
"","Data: Water Quality","39471","2"
"","Data: Water Quality","39471","3"
"","Data: Water Quality","39476",""
"","Data: Water Quality","39476","1"
"","Data: Water Quality","39476","2"
"","Data: Water Quality","39476","3"
"","Data: Water Quality","39481",""
"","Data: Water Quality","39481","1"
"","Data: Water Quality","39481","2"
"","Data: Water Quality","39481","3"
"","Data: Water Quality","39486",""
"","Data: Water Quality","39486","1"
"","Data: Water Quality","39486","2"
"","Data: Water Quality","39486","3"
"","Data: Water Quality","39491",""
"","Data: Water Quality","39491","1"
"","Data: Water Quality","39491","2"
"","Data: Water Quality","39491","3"
"","Data: Water Quality","39496",""
"","Data: Water Quality","39496","1"
"","Data: Water Quality","39496","2"
"","Data: Water Quality","39496","3"
"","Data: Water Quality","39501",""
"","Data: Water Quality","39501","1"
"","Data: Water Quality","39501","2"
"","Data: Water Quality","39501","3"
"","Data: Water Quality","39511",""
"","Data: Water Quality","39511","1"
"","Data: Water Quality","39511","2"
"","Data: Water Quality","39511","3"
"","Data: Water Quality","39516",""
"","Data: Water Quality","39516","1"
"","Data: Water Quality","39516","2"
"","Data: Water Quality","39516","3"
"","Data: Water Quality","39521",""
"","Data: Water Quality","39521","1"
"","Data: Water Quality","39521","2"
"","Data: Water Quality","39521","3"
"","Data: Water Quality","39526",""
"","Data: Water Quality","39526","1"
"","Data: Water Quality","39526","2"
"","Data: Water Quality","39526","3"
"","Data: Water Quality","39531",""
"","Data: Water Quality","39531","1"
"","Data: Water Quality","39531","2"
"","Data: Water Quality","39531","3"
"","Data: Water Quality","39536",""
"","Data: Water Quality","39536","1"
"","Data: Water Quality","39536","2"
"","Data: Water Quality","39536","3"
"","Data: Water Quality","39541",""
"","Data: Water Quality","39541","1"
"","Data: Water Quality","39541","2"
"","Data: Water Quality","39541","3"
"","Data: Water Quality","39546",""
"","Data: Water Quality","39546","1"
"","Data: Water Quality","39546","2"
"","Data: Water Quality","39546","3"
"","Data: Water Quality","39551",""
"","Data: Water Quality","39551","1"
"","Data: Water Quality","39551","2"
"","Data: Water Quality","39551","3"
"","Data: Water Quality","39556",""
"","Data: Water Quality","39556","1"
"","Data: Water Quality","39556","2"
"","Data: Water Quality","39556","3"
"","Data: Water Quality","39561",""
"","Data: Water Quality","39561","1"
"","Data: Water Quality","39561","2"
"","Data: Water Quality","39561","3"
"","Data: Water Quality","39566",""
"","Data: Water Quality","39566","1"
"","Data: Water Quality","39566","2"
"","Data: Water Quality","39566","3"
"","Data: Water Quality","39571",""
"","Data: Water Quality","39571","1"
"","Data: Water Quality","39571","2"
"","Data: Water Quality","39571","3"
"","Data: Water Quality","39576",""
"","Data: Water Quality","39576","1"
"","Data: Water Quality","39576","2"
"","Data: Water Quality","39576","3"
"","Data: Water Quality","39581",""
"","Data: Water Quality","39581","1"
"","Data: Water Quality","39581","2"
"","Data: Water Quality","39581","3"
"","Data: Water Quality","39586",""
"","Data: Water Quality","39586","1"
"","Data: Water Quality","39586","2"
"","Data: Water Quality","39586","3"
"","Data: Water Quality","39591",""
"","Data: Water Quality","39591","1"
"","Data: Water Quality","39591","2"
"","Data: Water Quality","39591","3"
"","Data: Water Quality","39596",""
"","Data: Water Quality","39596","1"
"","Data: Water Quality","39596","2"
"","Data: Water Quality","39596","3"
"","Data: Water Quality","39601",""
"","Data: Water Quality","39601","1"
"","Data: Water Quality","39601","2"
"","Data: Water Quality","39601","3"
"","Data: Water Quality","39606",""
"","Data: Water Quality","39606","1"
"","Data: Water Quality","39606","2"
"","Data: Water Quality","39606","3"
"","Data: Water Quality","39866",""
"","Data: Water Quality","39866","1"
"","Data: Water Quality","39866","2"
"","Data: Water Quality","39866","3"
"","Data: Water Quality","39871",""
"","Data: Water Quality","39871","1"
"","Data: Water Quality","39871","2"
"","Data: Water Quality","39871","3"
"","Data: Water Quality","39876",""
"","Data: Water Quality","39876","1"
"","Data: Water Quality","39876","2"
"","Data: Water Quality","39876","3"
"","Data: Water Quality","39881",""
"","Data: Water Quality","39881","1"
"","Data: Water Quality","39881","2"
"","Data: Water Quality","39881","3"
"","Data: Water Quality","39886",""
"","Data: Water Quality","39886","1"
"","Data: Water Quality","39886","2"
"","Data: Water Quality","39886","3"
"","Data: Water Quality","39891",""
"","Data: Water Quality","39891","1"
"","Data: Water Quality","39891","2"
"","Data: Water Quality","39891","3"
"","Data: Water Quality","39896",""
"","Data: Water Quality","39896","1"
"","Data: Water Quality","39896","2"
"","Data: Water Quality","39896","3"
"","Data: Water Quality","39901",""
"","Data: Water Quality","39901","1"
"","Data: Water Quality","39901","2"
"","Data: Water Quality","39901","3"
"","Data: Water Quality","39906",""
"","Data: Water Quality","39906","1"
"","Data: Water Quality","39906","2"
"","Data: Water Quality","39906","3"
"","Data: Water Quality","39911",""
"","Data: Water Quality","39911","1"
"","Data: Water Quality","39911","2"
"","Data: Water Quality","39911","3"
"","Data: Water Quality","39916",""
"","Data: Water Quality","39916","1"
"","Data: Water Quality","39916","2"
"","Data: Water Quality","39916","3"
"","Data: Water Quality","39921",""
"","Data: Water Quality","39921","1"
"","Data: Water Quality","39921","2"
"","Data: Water Quality","39921","3"
"","Data: Water Quality","39926",""
"","Data: Water Quality","39926","1"
"","Data: Water Quality","39926","2"
"","Data: Water Quality","39926","3"
"","Data: Water Quality","39931",""
"","Data: Water Quality","39931","1"
"","Data: Water Quality","39931","2"
"","Data: Water Quality","39931","3"
"","Data: Water Quality","39936",""
"","Data: Water Quality","39936","1"
"","Data: Water Quality","39936","2"
"","Data: Water Quality","39936","3"
"","Data: Water Quality","39946",""
"","Data: Water Quality","39946","1"
"","Data: Water Quality","39946","2"
"","Data: Water Quality","39946","3"
"","Data: Water Quality","39966",""
"","Data: Water Quality","39966","1"
"","Data: Water Quality","39966","2"
"","Data: Water Quality","39966","3"
"","Data: Water Quality","40391",""
"","Data: Water Quality","40391","1"
"","Data: Water Quality","40391","2"
"","Data: Water Quality","40391","3"
"","Data: Water Quality","40411",""
"","Data: Water Quality","40411","1"
"","Data: Water Quality","40411","2"
"","Data: Water Quality","40411","3"
"","Data: Water Quality","40421",""
"","Data: Water Quality","40421","1"
"","Data: Water Quality","40421","2"
"","Data: Water Quality","40421","3"
"","Data: Water Quality","40466",""
"","Data: Water Quality","40466","1"
"","Data: Water Quality","40466","2"
"","Data: Water Quality","40466","3"
"","Data: Water Quality","40496",""
"","Data: Water Quality","40496","1"
"","Data: Water Quality","40496","2"
"","Data: Water Quality","40496","3"
"","Data: Water Quality","40596",""
"","Data: Water Quality","40596","1"
"","Data: Water Quality","40596","2"
"","Data: Water Quality","40596","3"
"","Data: Water Quality","40606",""
"","Data: Water Quality","40606","1"
"","Data: Water Quality","40606","2"
"","Data: Water Quality","40606","3"
"","Data: Water Quality","40631",""
"","Data: Water Quality","40631","1"
"","Data: Water Quality","40631","2"
"","Data: Water Quality","40631","3"
"","Data: Water Quality","40651",""
"","Data: Water Quality","40651","1"
"","Data: Water Quality","40651","2"
"","Data: Water Quality","40651","3"
"","Data: Water Quality","40666",""
"","Data: Water Quality","40666","1"
"","Data: Water Quality","40666","2"
"","Data: Water Quality","40666","3"
"","Data: Water Quality","40681",""
"","Data: Water Quality","40681","1"
"","Data: Water Quality","40681","2"
"","Data: Water Quality","40681","3"
"","Data: Water Quality","40716",""
"","Data: Water Quality","40716","1"
"","Data: Water Quality","40716","2"
"","Data: Water Quality","40716","3"
"","Data: Water Quality","40791",""
"","Data: Water Quality","40791","1"
"","Data: Water Quality","40791","2"
"","Data: Water Quality","40791","3"
"","Data: Water Quality","40796",""
"","Data: Water Quality","40796","1"
"","Data: Water Quality","40796","2"
"","Data: Water Quality","40796","3"
"","Data: Water Quality","40821",""
"","Data: Water Quality","40821","1"
"","Data: Water Quality","40821","2"
"","Data: Water Quality","40821","3"
"","Data: Water Quality","40846",""
"","Data: Water Quality","40846","1"
"","Data: Water Quality","40846","2"
"","Data: Water Quality","40846","3"
"","Data: Water Quality","40866",""
"","Data: Water Quality","40866","1"
"","Data: Water Quality","40866","2"
"","Data: Water Quality","40866","3"
"","Data: Water Quality","40876",""
"","Data: Water Quality","40876","1"
"","Data: Water Quality","40876","2"
"","Data: Water Quality","40876","3"
"","Data: Water Quality","40881",""
"","Data: Water Quality","40881","1"
"","Data: Water Quality","40881","2"
"","Data: Water Quality","40881","3"
"","Data: Water Quality","40886",""
"","Data: Water Quality","40886","1"
"","Data: Water Quality","40886","2"
"","Data: Water Quality","40886","3"
"","Data: Water Quality","40891",""
"","Data: Water Quality","40891","1"
"","Data: Water Quality","40891","2"
"","Data: Water Quality","40891","3"
"","Data: Water Quality","40896",""
"","Data: Water Quality","40896","1"
"","Data: Water Quality","40896","2"
"","Data: Water Quality","40896","3"
"","Data: Water Quality","40901",""
"","Data: Water Quality","40901","1"
"","Data: Water Quality","40901","2"
"","Data: Water Quality","40901","3"
"","Data: Water Quality","40906",""
"","Data: Water Quality","40906","1"
"","Data: Water Quality","40906","2"
"","Data: Water Quality","40906","3"
"","Data: Water Quality","40911",""
"","Data: Water Quality","40911","1"
"","Data: Water Quality","40911","2"
"","Data: Water Quality","40911","3"
"","Data: Water Quality","40916",""
"","Data: Water Quality","40916","1"
"","Data: Water Quality","40916","2"
"","Data: Water Quality","40916","3"
"","Data: Water Quality","40921",""
"","Data: Water Quality","40921","1"
"","Data: Water Quality","40921","2"
"","Data: Water Quality","40921","3"
"","Data: Water Quality","40926",""
"","Data: Water Quality","40926","1"
"","Data: Water Quality","40926","2"
"","Data: Water Quality","40926","3"
"","Data: Water Quality","40931",""
"","Data: Water Quality","40931","1"
"","Data: Water Quality","40931","2"
"","Data: Water Quality","40931","3"
